#
Politics and elections,2016-02-03,Voters in Ireland will go to the polls on February 26 after the President dissolves the current Dail or parliament. 
Politics and elections,2016-02-26,Voters in Ireland go to the polls for a general election. Exit polls indicate that the ruling coalition of Fine Gael party led by Enda Kenny and the Labour Party will fall short of re-election with 34% of the vote between them. 
Politics and elections,2016-02-27,Counting begins of the votes cast yesterday with exit polls indicating that the existing coalition will not gain enough votes to govern without reaching a deal with other parties. 
Politics and elections,2016-03-01,"Prime Minister Enda Kenny, who rejected suggestions he should resign, says he will ''fully and inclusively'' engage with other parties, groups and Independents, including Fianna Fáil, as he forms the country's government. Sinn Féin says it is not interested in forming a coalition government with Kenny's Fine Gael party. "
Politics and elections,2016-03-10,The Irish Dáil Éireann 
#
Disasters and accidents,2016-01-29,"Storm Gertrude impacts the British Isles, with 90mph winds knocking out power lines and causing travel disruption. "
Disasters and accidents,2016-02-08,"Storm Imogen is set to impact the British Isles with 80mph winds and heavy rain. The United Kingdom's Met Office issues warnings for South West England, particularly the Cornish coast due to large waves, and South Wales. "
Disasters and accidents,2016-03-28,"The United Kingdom's Met Office warns of major travel disruption due to heavy rain, flooding and ''damaging'' high winds as Storm Katie moves in from the Atlantic Ocean bringing winds of up to 75mph. "
#
Politics and elections,2016-04-10,The Prime Minister of Ukraine Arseniy Yatsenyuk resigns from office in a televised address. Yatsenyuk said his resignation is to be immediately followed by the formation of a new government. Volodymyr Groysman has taken role as Acting Prime Minister. 
Politics and elections,2016-04-14,"The Verkhovna Rada appoints Volodmyr Groysman as the Prime Minister of Ukraine, replacing Arseny Yatseniuk. "
#
Law and crime,2016-05-10,"Officer Edward Nero waives his right to a jury trial on misdemeanor charges of second-degree assault, two counts of misconduct in office, and reckless endangerment. "
Law and crime,2016-05-23,"Judge Barry Williams finds Baltimore, Maryland, Police Officer Edward Nero not guilty of all charges. Nero was accused of second-degree intentional assault, two counts of misconduct in office, and reckless endangerment. Community leaders and elected officials appeal for calm. "
Law and crime,2016-06-23,"Baltimore police officer Caesar Goodson is cleared of all charges for the murder of Freddie Gray, a black detainee, on April 19, 2015. "
#
Arts and culture,2016-02-16,The jewels of former Philippine First Lady Imelda Marcos are to be auctioned. Valued at $21 million 
Arts and culture,2016-02-25,"Celebrations are held to commemorate the 30th anniversary of the People Power Revolution in the Philippines that led to the downfall of dictator Ferdinand Marcos' 21-year reign, and the rise of President Corazon Aquino. "
#
Disasters and accidents,2016-02-13,"A dangerous cold snap hits the northeastern United States with the city of Boston, Massachusetts, to face its coldest Valentine's Day in four decades. "
Disasters and accidents,2016-02-14,The cold snap continues in the northeastern United States with record lows forecast in major cities like New York City and Philadelphia. 
#
Law and crime,2016-06-01,"Thailand authorities discover the remains of 40 dead tiger cubs in a freezer at the Tiger Temple in the Sai Yok District of Kanchanaburi Province. The Theravada Buddhist temple is being investigated for wildlife trafficking. The Department of National Parks, Wildlife and Plant Conservation is in the process of removing 137 tigers from the monks' custody. "
Law and crime,2016-06-04,"Thai authorities remove all 137 tigers from the Tiger Temple in Kanchanaburi Province. The remains of 30 more tiger cubs, in addition to the 40 carcasses found earlier, were discovered Thursday. Five men have been charged with possession of endangered animal parts without permission. "
#
Sport,2016-05-04,"Real Madrid beat Manchester City 1–0 to set-up a UEFA Champions League Final against city rivals Atlético Madrid on May 28, in Milan, Italy. It will be a repeat of the 2014 UEFA Champions League Final. "
Sport,2016-05-28,"In association football, Real Madrid C.F. defeats Atlético Madrid in a penalty shoot-out to win the final. "
#
Politics and elections,2016-02-19,"Kosovo opposition lawmakers twice disrupt today's session of parliament by tossing tear gas into the chamber to protest recent changes giving the country's Serb minority greater powers, and demanding the government’s resignation and snap elections. "
Politics and elections,2016-02-26,Hashim Thaçi is elected the President of Kosovo by the Parliament amid violent protests. 
#
Law and crime,2016-04-27,"Two days before the one-year anniversary of the execution of Andrew Chan and Myuran Sukumaran, the ringleaders of the Bali Nine, member Michael Czugaj is discovered to be in possession of drugs in prison. "
Law and crime,2016-04-29,Australia commemorates the one-year anniversary of the execution of the ringleaders the Bali Nine. 
#
Disasters and accidents,2016-11-25,Two passenger trains collide in Iran's Semnan Province resulting in at least 44 deaths and 100 people injured. 
Disasters and accidents,2016-11-26,Iran arrests three railway officials in connection with yesterday's deadly train crash in Semnan that killed 45 and injured 103 people. 
Disasters and accidents,2016-11-29,"Iran's Roads Minister Abbas Akhoundi apologizes for deadly train crash in a live TV program. In the meantime, Iranian MPs are working on a plan to impeach Akhoundi for what they call his poor performance that led to the terrible incident. "
#
International relations,2016-04-02,Greece demands an explanation from the International Monetary Fund 
Business and economy,2016-04-12,Reuters reports that it has seen a draft memorandum generated by the International Monetary Fund that describes the debt owed by Greece to its European partners as ''highly unsustainable.'' 
#
Politics and elections,2016-05-08,Prime Minister of Australia Malcolm Turnbull has called a historic double dissolution election with both houses of Parliament being dissolved and an election to be held on July 2. 
Politics and elections,2016-07-02,"Australians vote to elect a government for the next three years. Prime Minister Malcolm Turnbull, leader of the conservative Liberal Party-led Coalition, dissolved both houses of Parliament in May in a bid for a Senate more friendly to his agenda. The final result showed the Coalition with a bare 1 seat majority in the House with 76 seats and the Australian Labor Party with 69 seats. "
Politics and elections,2016-07-04,The election deadlock continues as neither Australian Prime Minister Malcolm Turnbull nor opposition leader Bill Shorten has the minimum number of Lower House seats 
Politics and elections,2016-07-06,Standard & Poor's drops Australia's debt outlook from stable to negative following the country's surprisingly close election this weekend. 
Politics and elections,2016-07-07,"Australian Prime Minister Malcolm Turnbull's Liberal/National coalition, behind Bill Shorten's Labor Party in the first 48 hours following Saturday's election, is now ahead of Labor in the Lower House, 74-71 seats; 76 seats are needed to form a government. Minor parties and independents have won five seats; mail-in and absentee votes are still being counted. Turnbull is on the road today seeking support from a small handful of independent and small party lawmakers. "
Politics and elections,2016-07-10,"The Leader of the Opposition, Bill Shorten, concedes defeat as continued counting in marginal seats indicates that the governing coalition of the Liberal Party and National Party will either win a narrow majority or be able to govern with the support of independents. Malcolm Turnbull will continue as Prime Minister of Australia and has claimed victory. "
#
Law and crime,2016-10-05,"The United States Department of Justice charges a top secret security clearance National Security Agency contractor, Harold Thomas Martin III, with theft of government property and unauthorised removal of ''highly classified'' materials. "
Law and crime,2016-10-20,"Following his October 5 arrest, U.S. federal prosecutors in Baltimore charge Harold T. Martin III, a former National Security Agency contractor, for violating the Espionage Act, specifically, with felony theft of government property. Prosecutors state that, over a 20-year time period, Martin stole at least 50 terabytes of data and ''six full bankers boxes'' of classified and other documents. The prosecutors state that Martin had an “arsenal” of weapons in his home. "
#
Armed conflicts and attacks,2016-12-19,"Twelve are killed and more than 50 others are injured as a truck rams into a packed Christmas market in Breitscheidplatz, Berlin, Germany. A suspect has been arrested in connection with the attack. "
Armed conflicts and attacks,2016-12-20,"The Islamic State of Iraq and the Levant claims responsibility via Amaq News Agency for the truck attack in Berlin, Germany, which left at least 12 people dead and 49 injured. "
Armed conflicts and attacks,2016-12-21,"German officials offer a reward of up to 100,000 euros "
Armed conflicts and attacks,2016-12-23,The 24-year-old Tunisian who is suspected of driving the truck that smashed through a Berlin market is killed in a shoot-out in Milan. 
Law and crime,2016-12-29,"Naveed Baloch, the man from Pakistan who was wrongly arrested in the aftermath of the recent attack on a Christmas market in Berlin, gives an interview outlining the conditions in which he was held and reveals he is now in hiding amid fears for his life. "
Armed conflicts and attacks,2016-12-30,"The funeral of Łukasz Urban, the driver killed in the course of last week's attack on a Christmas market in Berlin, takes place in his village of Banie near the German border. President of Poland Andrzej Duda and a German diplomat attend. "
#
Disasters and accidents,2016-08-24,At least 159 people have been reported dead. 
Disasters and accidents,2016-08-25,The search continues for survivors in central Italy with the death toll now 241. An aftershock of 4.7 MMS hits further east in the province near Norcia. 
Disasters and accidents,2016-08-26,The official death toll rises to 278. 
Disasters and accidents,2016-08-28,Officials report the death toll is at least 290 people with at least 10 others still missing. 
#
Law and crime,2016-10-21,"A series of cyberattacks utilizing distributed denial-of-service attacks, targeting networks operated by DNS provider Dyn, makes major Internet platforms and services unavailable to large swaths of users in Europe and North America. Affected companies include Amazon, Twitter, Spotify, Reddit, PayPal, Netflix, and Airbnb. "
Law and crime,2016-10-22,Security analysts state that the October 21 denial-of-service attacks on Internet performance management company Dyn was perpetrated using Mirai malware-created botnets that used consumer internet of things 
#
Disasters and accidents,2016-10-26,A series of earthquakes strikes a region of Central Italy already impacted by a major quake in August. Many buildings are damaged or destroyed across several towns. 
Disasters and accidents,2016-10-30,The 14th century Basilica of St. Benedict in the town of Norcia is destroyed. 
#
Sport,2016-01-04,"In American football, the National Football League receives relocation applications from the San Diego Chargers, St. Louis Rams and Oakland Raiders to relocate to Los Angeles. "
Sport,2016-01-12,The St. Louis Rams and potentially San Diego Chargers are approved for relocation to Los Angeles by a 30-2 NFL Vote. 
#
Armed conflicts and attacks,2016-05-28,The Niger Delta Avengers militant group destroy gas and oil pipelines belonging to Shell and Agip in Nigeria. 
Armed conflicts and attacks,2016-06-10,The Niger Delta Avengers blow up an oil pipeline operated by Italy's Eni in the Niger Delta. 
#
Disasters and accidents,2016-05-17,Heavy rainfall leads to threats of flooding in Sri Lanka and southern India. 
Disasters and accidents,2016-05-18,More than 150 people are feared dead by two landslides triggered by more than three days of heavy rain in central Sri Lanka. 
Disasters and accidents,2016-05-20,Two hundred thousand people flee the Sri Lankan capital Colombo as floods caused by several days of heavy rain worsen. 
Disasters and accidents,2016-05-21,The toll from landslides and heavy flooding in Sri Lanka rises to at least 73. 
Disasters and accidents,2016-05-23,"Sri Lanka's Disaster Management Centre reports 92 people are confirmed dead with 109 people still missing from landslides and floods resulting from Roanu. More than 500,000 have been driven from their homes. "
#
Politics and elections,2016-11-06,"In Hong Kong, police clash with protesters after more than 10,000 locals march against the Chinese government interpretation of the Basic Law in the Legislative Council oath-taking controversy. "
Politics and elections,2016-11-07,Baggio Leung and Yau Wai-ching are banned by China from taking office in Hong Kong over the oath-taking controversy. 
#
Politics and elections,2016-09-14,The Obama administration plans to lift sanctions against Myanmar. 
Business and economy,2016-09-15,Burmese State Counsellor Aung San Suu Kyi asks U.S. businesses to invest in Myanmar after Barack Obama agrees to lift U.S. sanctions. 
#
Politics and elections,2016-04-06,Voters in the Netherlands go to the polls for a non-binding referendum on approval of the Ukraine–European Union Association Agreement. 
International relations,2016-04-20,"The European Union proposes offering Ukraine visa-free travel to its members. However, it is still unclear how fast the liberalization process will be dealt with in the European Parliament and European Council, where some EU member states might want to slow down the process. "
#
Disasters and accidents,2016-04-25,The jury in the second inquest for the victims of the Hillsborough disaster reach their verdicts. These will be given at 11:00 BST tomorrow.
Law and crime,2016-04-26,An inquest into the Hillsborough Disaster in 1989 when 96 fans of Liverpool FC were killed finds the fans were illegally killed. 
#
Law and crime,2016-08-30,American singer Chris Brown is arrested on suspicion on assault with a deadly weapon following a lengthy stand-off with the Los Angeles Police Department. 
Law and crime,2016-08-31,"Singer Chris Brown is released on a US$ 250,000 bail for an assault charge. "
#
Disasters and accidents,2016-04-10,A fire occurs at a Hindu temple in the Kollam district of the Indian state of Kerala. At least 102 people have been killed and hundreds injured. 
Disasters and accidents,2016-04-11,Five workers from the company that supplied fireworks to the Puttingal Temple have been detained by Indian police with the death toll rising to 106. 
#
Disasters and accidents,2016-12-04,Sixty cities in the People's Republic of China issued smog alerts between December 2 and 4. 
Disasters and accidents,2016-12-19,Companies shut down production in Beijing and cars are taken off the road after a red alert for smog is issued in northern China. Dozens of cities have closed schools due to the smog. 
#
Politics and elections,2016-05-30,"A special verification panel recommends throwing out the results of the Haiti presidential election on October 25, 2015, because it appeared to be tainted by significant voter fraud. "
Politics and elections,2016-06-06,Haiti will redo its presidential election after findings of widespread voter fraud in last years voting. Additional measures will be put in place for the first round in October this year. 
#
Armed conflicts and attacks,2016-05-22,"Rebels ambush and kill six Indian paramilitary soldiers in the state of Manipur, near the northeastern border with Myanmar. "
Armed conflicts and attacks,2016-11-19,Three soldiers are killed in an ambush in Assam. 
#
Armed conflicts and attacks,2016-08-06,"A man attacks two policewomen with a machete in Charleroi, Belgium, whilst reportedly shouting Allahu Akbar. The attacker was shot dead by another police officer. The policewomen are being treated in hospital for non-life-threatening wounds. The attack is being investigated as a possible act of terrorism. "
Armed conflicts and attacks,2016-08-07,ISIL claims responsibility for the machete attack in Belgium. 
#
Law and crime,2016-02-20,Seven people are killed and another injured in multiple shooting incidents in Kalamazoo County in the American state of Michigan. A 45-year-old man was later arrested in the city of Kalamazoo 
Law and crime,2016-02-21,"Kalamazoo County, Michigan authorities say last evening's shooting spree resulted in six deaths with two others seriously wounded. Each victim was shot multiple times. Police acknowledge that an earlier report that a 14-year-old girl died is incorrect; she is alive, but ''severely, gravely'' injured. The suspect, a 45-year-old man who is a Uber driver without a prior criminal record, was taken into custody without a struggle. "
Law and crime,2016-02-22,"Jason Dalton is charged with six counts of murder in Kalamazoo County, Michigan. "
#
Law and crime,2016-03-17,"Three construction workers are shot dead in Jayapura, Papua, by a supposed armed group, according to Indonesian police. "
Law and crime,2016-04-13,Massive demonstrations in support of the Free Papua Movement take place in various cities in the Indonesian provinces of Papua and West Papua. The demonstrations voice support for the Liberation Movement to become a full member of the Melanesian Spearhead Group. 
Law and crime,2016-05-02,Police in the Indonesian provinces of Papua and West Papua arrest scores of protesters as planned demonstrations to mark the anniversary of the incorporation of the region with Indonesia were to take place today. 
Law and crime,2016-05-03,"According to reports, the Indonesian police arrest close to 1,700 people in Papua and West Papua who were involved in attempted protests yesterday. "
Law and crime,2016-05-31,"Thousands of people take to the streets of Jayapura and other towns in Papua, Indonesia, in support of the Free Papua Movement and its effort to join the Melanesian Spearhead Group. Indonesia responded with a large police and military presence, with reports of police firing on demonstrators in Wamena and arresting dozens across the province. "
#
Disasters and accidents,2016-04-03,A 6.9 magnitude earthquake occurs off the coast of Vanuatu with a tsunami warning issued. 
Disasters and accidents,2016-04-07,"Another earthquake measuring at 6.7 strikes off the northwest of Vanuatu, the third earthquake in the same region this week. However, the Pacific Tsunami Warning Center says the earthquake poses no tsunami threat. "
#
Armed conflicts and attacks,2016-02-15,A car bomb kills two policemen at a checkpoint in Russia's republic of Dagestan. 
Armed conflicts and attacks,2016-06-17,Four Russian security officers and six militants are killed in an anti-terrorism operation in Dagestan. 
Armed conflicts and attacks,2016-07-08,"At least eight unidentified militants and one security officer are killed in ongoing clashes in rural Dagestan, Russia. "
Armed conflicts and attacks,2016-12-04,"The Russian Federal Security Service claims to have killed Rustam Asildarov, the leader of the Islamic State of Iraq and the Levant's Caucasus Province and four other militants in the Dagestan region. "
#
Armed conflicts and attacks,2016-04-26,Eight soldiers and three civilians are killed at a military barracks in Cape Verde. The government says it suspects a missing disgruntled soldier is responsible for the incident. 
Armed conflicts and attacks,2016-04-27,Cape Verdean police capture a suspect in the murder of 11 soldiers. 
#
Sport,2016-06-14,"In ice hockey, ESPN reports that the NHL will place an expansion team in Las Vegas, provided the team's backers can pay a US$500 million expansion fee. The team, which would enter the league no earlier than the 2017–18 season, would be the first major professional sports team in Las Vegas. The league's board of governors is scheduled to hold a formal vote on the expansion on June 22. "
Sport,2016-06-22,"In ice hockey, the NHL awards Las Vegas an expansion team to begin play in the 2017–18 season. The Board of Governors defers Quebec City's bid with the league, citing factors such as conference imbalance, difficulty of bringing two teams at the same time, and the weakening Canadian dollar. "
#
Law and crime,2016-11-25,Four police forces in England say they are actively investigating allegations of child sexual abuse in association football. Several ex-players have gone public with allegations against former Crewe Alexandra and Manchester City coach Barry Bennell. 
Law and crime,2016-11-27,The Football Association sets up an internal inquiry into allegations of sexual abuse in English football. 
#
Arts and culture,2016-07-14,"The nominees are announced in Los Angeles. Game of Thrones, Veep and The People v. O. J. Simpson: American Crime Story lead in nominations. "
Arts and culture,2016-09-18,Game of Thrones wins three Emmy Awards to become the most successful narrative series of all time beating the record previously held by Frasier. 
#
Disasters and accidents,2016-02-09,"One Indian soldier, buried in the snow for six days, is rescued from last week's Siachen Glacier avalanche, however the other nine soldiers from the army post in the Himalayan region of Kashmir didn't survive. "
Disasters and accidents,2016-02-15,The bodies of nine Indian Army soldiers killed in an avalanche on the Siachen Glacier will be transported to Delhi. 
#
Arts and culture,2016-07-16,Pakistani social media celebrity Qandeel Baloch is killed by her brother in an honour killing. 
Arts and culture,2016-07-17,Protesters in Pakistan take offense to the honour killing of internet celebrity Qandeel Baloch. 
#
Armed conflicts and attacks,2016-02-05,The United Nations mission in Mali confirms that the Malian armed forces had retaken a UN Police base in Timbuktu from unknown assailants that attacked it earlier in the day. 
Armed conflicts and attacks,2016-02-11,"Suspected Islamist militants attack a customs post in the town of Mopti, central Mali, killing two civilians and a customs officer. "
Armed conflicts and attacks,2016-02-12,"An attack by suspected Islamist militants on a MINUSMA base in the town of Kidal, northern Mali, kills at least five United Nations peacekeepers and injures 30 others. "
Armed conflicts and attacks,2016-02-13,"Ansar Dine, a militant Islamist group linked to Al-Qaeda in the Islamic Maghreb claims responsibility for yesterday's attack on a United Nations base in Kidal, northern Mali, that killed six UN peacekeepers, all from neighboring Guinea. "
Armed conflicts and attacks,2016-04-12,A French Army soldier is killed and three others are injured after their convoy hit a landmine in northern Mali. 
Armed conflicts and attacks,2016-04-21,"Ansar Dine, an Islamic extremist group claims responsibility for kidnapping three International Committee of the Red Cross staffers this weekend in Abeïbara in northeastern Mali. "
Armed conflicts and attacks,2016-05-29,Five United Nations peacekeepers are killed in an attack in central Mali. 
Armed conflicts and attacks,2016-06-01,Four UN peacekeepers are killed in a suspected Al-Qaeda attack in northern Mali. 
Armed conflicts and attacks,2016-07-19,"2016 Nampala attack: At least 12 soldiers are killed and 27 others injured after unidentified militants briefly overrun a government base in central Mali, near the border with Mauritania. The attackers also burn and loot the adjacent village of Nampala. "
Armed conflicts and attacks,2016-07-20,"Following the Nampala attack, the government of Mali declares a three-day mourning period for the 17 soldiers killed in the attack, as well as a state of emergency for three months across the country. "
#
Armed conflicts and attacks,2016-09-17,A bombing occurs in the Chelsea neighborhood of Manhattan injuring 29 people. 
Armed conflicts and attacks,2016-09-19,"Linden, New Jersey police shoot and arrest Ahmad Khan Rahami, the suspected perpetrator. Two police officers are reportedly injured. "
#
Armed conflicts and attacks,2016-07-05,"A suicide bomber attacks a police station in Solo, Indonesia, killing himself and injuring a police officer. Solo is the birthplace of President Joko Widodo. "
Armed conflicts and attacks,2016-11-14,A child is killed and three other children are wounded in an attack in Samarinda. 
Armed conflicts and attacks,2016-12-21,Indonesian police kill three people in a gunfight south of Jakarta after a bomb is found. Fourteen people are arrested in connection to alleged involvement in plans for suicide bomb attacks. 
#
Law and crime,2016-06-01,Two people are killed in a murder-suicide shooting at the University of California Los Angeles. Police report the campus is now safe. 
Law and crime,2016-06-02,A second victim of the UCLA shooter is found in Minnesota; the shooter is identified as a former Ph.D. candidate in mechanical engineering that claimed his first victim had ''cleverly stolen his code.'' 
#
Disasters and accidents,2016-05-27,"Record rainfall and severe flooding in southeast Texas has killed at least two people with three others missing. On Thursday, a record 16.6 inches "
Disasters and accidents,2016-05-29,"At least three people are missing after heavy rains caused flooding in the U.S. states of Texas and Kansas. So far, four people have died in the flooding. "
Disasters and accidents,2016-06-01,"Greg Abbott, the Governor of the US state of Texas, declares a disaster in 31 counties due to floods which have claimed several lives in recent days. "
Disasters and accidents,2016-06-02,At least five United States Army soldiers are killed and four are missing after their Light Medium Tactical Vehicle overturns near Fort Hood in Texas. 
Disasters and accidents,2016-06-03,"The four missing Fort Hood soldiers from the overturned Light Medium Tactical Vehicle are found dead, bringing the death toll from the accident to nine. "
#
International relations,2016-02-22,Russia has announced that it will ask permission to fly unarmed surveillance planes over the United States citing the Open Skies Treaty. 
International relations,2016-04-15,John Kerry informs Russia that under the rules of engagement the plane that flew over the USS Donald Cook on April 13th could have been shot down. 
International relations,2016-04-23,President of Russia Vladimir Putin accuses the United States of reneging on a 16-year-old deal that called for reducing Russia's and the United States' stockpiles of weapons-grade plutonium. He accused Washington of trying to preserve its ability to turn some of its plutonium stockpile back into a form usable for nuclear weapons. 
International relations,2016-06-10,"Russia's Foreign Ministry warns of ''retaliatory measures'' over the entry of the United States Navy destroyer, USS Porter. The USS Porter arrived in the Black Sea port of Varna, Bulgaria, earlier this week for what the U.S. Navy called a routine deployment. "
International relations,2016-09-07,"A Russian Sukhoi Su-27 fighter jet makes an ''unsafe close-range intercept'' of a United States Navy P-8A Poseidon over the Black Sea in international airspace, coming within 10 feet "
International relations,2016-12-30,The U.S. Burlington Electric Department says that a code associated with a broad Russian hacking campaign dubbed ''Grizzly Steppe'' by the U.S. Government has been detected on a laptop associated with a Vermont electric utility but not connected to the grid. 
#
Armed conflicts and attacks,2016-07-01,"Gunmen storm a restaurant, exchange fire with security, and take at least twenty hostages in the Gulshan neighborhood of Dhaka, Bangladesh. Two policemen are killed. The Islamic State claims responsibility. "
Armed conflicts and attacks,2016-07-02,13 hostages were rescued following a standoff with the Rapid Action Battalion. 
#
Business and economy,2016-09-06,Bayer reproposes to buy Monsanto at a new exchange of US$65 billion including debt. 
Business and economy,2016-09-14,German chemicals company Bayer AG will announce that it has acquired American seeds company Monsanto Co. for US$66 billion. 
#
Law and crime,2016-01-07,Scotland Yard confirms that they are investigating a triple murder in relation to the death of British actress Sian Blake and her two sons after the discovery of their dead bodies on Tuesday. 
Law and crime,2016-01-09,Sian Blake's partner Arthur Simpson-Kent is arrested in Ghana in connection with the murder of Blake and her two children. 
#
Armed conflicts and attacks,2016-01-29,At least 3 people are killed and 7 wounded in an attack on a Shia mosque in Saudi Arabia's Eastern Province. 
Armed conflicts and attacks,2016-02-11,"A man shoots six people dead at an education centre in Jizan Province, Saudi Arabia. "
Armed conflicts and attacks,2016-05-05,"Saudi security forces shoot dead two alleged Islamic State of Iraq and the Levant militants while two others blew themselves up near Mecca, Saudi Arabia. "
Armed conflicts and attacks,2016-05-08,"A policeman is killed in a shootout with militants in Taif, Saudi Arabia. "
#
Armed conflicts and attacks,2016-08-08,More than fifty protesters are killed by Ethiopian security forces over the last few days. The government restricted internet and journalist access to the country. 
Armed conflicts and attacks,2016-09-05,At least 23 inmates are killed in a fire and stampede at Kaliti Prison near Addis Ababa in Ethiopia during an attempted jailbreak. 
Armed conflicts and attacks,2016-10-02,"Police allegedly attack Oromo protestors at a religious festival in Bishoftu, Ethiopia causing a stampede which kills dozens of people. "
Armed conflicts and attacks,2016-10-09,"Ethiopia's government declares a six-month state of emergency amid continuing protests, especially in the restive Oromia Region. "
#
Armed conflicts and attacks,2016-03-12,Two Indian Border Security Force soldiers are killed and four injured in a conflict in the state of Chhattisgarh. 
Armed conflicts and attacks,2016-03-30,At least seven Central Reserve Police Force 
Armed conflicts and attacks,2016-10-23,Indian police kill at least 24 Maoist rebels during a raid in eastern Orissa State. 
#
Law and crime,2016-02-17,"In the United States, the South Dakota Legislature passes a bill requiring students, even those identifying as transgender, to use the school bathroom corresponding to their sex at birth. It now moves to Governor Dennis Daugaard for his approval or veto. "
Law and crime,2016-03-01,The primary sponsor of the legislation asks fellow lawmakers not to override the governor’s veto. 
#
Disasters and accidents,2016-08-11,"An apartment building explosion in Silver Spring, Maryland, kills at least two and injures 34, with five to seven people missing. The blast has displaced more than 90 residents. Fire and rescue responded to ''a smell of gas'' on July 25. The cause of the explosion is being investigated. "
Disasters and accidents,2016-08-13,"The death toll from Thursday's explosion in a Silver Spring, Maryland, apartment building rises to three with others still missing. The cause of the blast has not yet been officially determined. "
#
International relations,2016-03-29,The United States State Department and the Pentagon order families of U.S. diplomats and military personnel to leave posts in southern Turkey due to “increased threats from terrorist groups” in the country. This order comes two days before Turkish President Recep Tayyip Erdoğan's arrival in the U.S. for security meetings. 
International relations,2016-07-18,"The United States Secretary of State John Kerry warns Turkey it could lose its NATO membership if it fails to uphold the principles of democracy. Around 8,000 police officers have been sacked in the country following the attempted coup, with more than 6,000 people in the army, the judiciary and other state bodies detained as part of President Recep Tayyip Erdoğan's crackdown. "
#
Business and economy,2016-08-25,Miners in the Philippines criticize the government after a crackdown on mining closed more nickel and copper mines. 
Business and economy,2016-09-05,The Duterte administration suspends more Philippine mines for violating environmental regulations. 
#
Science and technology,2016-06-20,"Solar Impulse 2, a plane powered only by the sun, leaves New York on the 15th leg of its round-the-world journey, a 90-hour flight over the Atlantic Ocean to Western Europe. "
Science and technology,2016-06-23,"Solar Impulse 2, a plane powered only by the sun, lands safely in Seville, Spain, shortly after 7.30 a.m. local time after a flight of just over 71 hours. The 15th leg of the round-the-world journey had been expected to take up to 90 hours. "
#
Politics and elections,2016-03-05,"Voters in Slovakia choose representatives for all 150 National Council seats. While anti-migrant Prime Minister Robert Fico's Smer party is expected to lose its parliamentary majority, it should be in position to lead a coalition government. "
Politics and elections,2016-04-26,"Slovakia's newly-formed coalition government gains a vote of confidence as the legislature approves its program manifesto, 79-61. The ruling Direction – Social Democracy party, which did not win an absolute majority in March, has joined with the three other parties—Slovak National Party, Most–Híd, and Network—to total 85 of the National Council's 150 seats. "
#
Science and technology,2016-08-17,The Hybrid Air Vehicles HAV 304 Airlander 10 hybrid airship makes its maiden civil flight. 
Disasters and accidents,2016-08-24,"The world's largest aircraft, Hybrid Air Vehicles HAV 304 Airlander 10, crashes at RAF Cardington, Bedfordshire, during its second test flight. "
#
International relations,2016-04-03,"The documents, 2.6 terabytes of information, were obtained more than a year ago from an anonymous source by the German newspaper Süddeutsche Zeitung. Journalists from more than 80 countries have been working with this data. The documents expose holdings of 12 current and former world leaders, and 128 more politicians and public officials worldwide. The national leaders named include Pakistan Prime Minister Nawaz Sharif; Ukraine's President Petro Poroshenko, and Iceland's Prime Minister Sigmundur Davíð Gunnlaugsson. "
International relations,2016-04-04,"Icelandic Prime Minister Sigmundur Davíð Gunnlaugsson refuses to resign after leaked ''Panama Papers'' tax documents showed he and his wife used an offshore firm to allegedly hide million-dollar investments. ''I have not considered quitting because of this matter nor am I going to quit because of this matter,'' Gunnlaugsson told Icelandic television Channel 2. "
International relations,2016-04-05,The Prime Minister of Pakistan Nawaz Sharif sets an independent judicial commission to investigate allegations of graft against his family following documents leaked as part of the Panama papers showed his sons owned several offshore accounts. 
International relations,2016-04-07,"United Kingdom Prime Minister David Cameron admits he benefited from a Panama-based offshore trust, Blairmore Holdings Inc., set up by his late father. Cameron says he divested himself of his shares, for £31,500 "
International relations,2016-04-08,"El Salvador officials seize documents and equipment during a raid of the local offices of Panamanian law firm Mossack Fonseca. Attorney General Douglas Melendez says authorities interviewed seven employees, and confiscated 20 computers and some documents. "
International relations,2016-04-09,Thousands of people protest in Whitehall calling on British Prime Minister David Cameron to resign over his financial affairs and his handling of them in relation to revelations made by the leak of the Panama Papers. 
International relations,2016-04-10,"Several thousand people protest in Valletta, Malta, demanding the resignation of Prime Minister Joseph Muscat because the leaked Panama Papers connect his Chief of Staff, Keith Schembri, and Health and Energy Minister, Konrad Mizzi, to offshore accounts. "
International relations,2016-04-12,"Authorities in Panama raid law firm Mossack Fonseca, the source of the data leaked about offshore companies. "
International relations,2016-04-20,"In a letter to the International Consortium of Investigative Journalists, the United States Department of Justice announces it is opening a criminal investigation into tax avoidance schemes exposed by the Panama Papers with U.S. attorney Preet Bharara asking the ICIJ for help. "
International relations,2016-04-23,European Union finance ministers approve a series of measures to tackle tax-evading methods that were exposed by the Panama Papers. 
International relations,2016-05-09,The Panama Papers go online at the International Consortium of Investigative Journalists website. 
#
Politics and elections,2016-09-26,The Italian cabinet sets a constitutional reform vote for December 4. 
Politics and elections,2016-12-04,"Italians go to the polls to for a referendum on whether to approve a constitutional law that amends the Constitution of Italy to reform the powers of the Italian Parliament. Prime Minister Matteo Renzi, who introduced the referendum bill, resigns after exit polls show that the no case is likely to be successful. "
